Price,Adj Close,Close,High,Low,Open,Volume
Ticker,META,META,META,META,META,META
Date,,,,,,
2012-05-18 00:00:00+00:00,38.115238189697266,38.22999954223633,45.0,38.0,42.04999923706055,573576400
2012-05-21 00:00:00+00:00,33.9278450012207,34.029998779296875,36.65999984741211,33.0,36.529998779296875,168192700
2012-05-22 00:00:00+00:00,30.90694236755371,31.0,33.59000015258789,30.940000534057617,32.61000061035156,101786600
2012-05-23 00:00:00+00:00,31.903942108154297,32.0,32.5,31.360000610351562,31.3700008392334,73600000
2012-05-24 00:00:00+00:00,32.930850982666016,33.029998779296875,33.209999084472656,31.770000457763672,32.95000076293945,50237200
2012-05-25 00:00:00+00:00,31.814210891723633,31.90999984741211,32.95000076293945,31.110000610351562,32.900001525878906,37149800
2012-05-29 00:00:00+00:00,28.753427505493164,28.84000015258789,31.690000534057617,28.649999618530273,31.479999542236328,78063400
2012-05-30 00:00:00+00:00,28.105379104614258,28.190000534057617,29.549999237060547,27.860000610351562,28.700000762939453,57267900
2012-05-31 00:00:00+00:00,29.511146545410156,29.600000381469727,29.670000076293945,26.829999923706055,28.549999237060547,111639200
2012-06-01 00:00:00+00:00,27.63678741455078,27.719999313354492,29.149999618530273,27.389999389648438,28.889999389648438,41855500
2012-06-04 00:00:00+00:00,26.819250106811523,26.899999618530273,27.649999618530273,26.440000534057617,27.200000762939453,35230300
2012-06-05 00:00:00+00:00,25.792343139648438,25.8700008392334,27.760000228881836,25.75,26.700000762939453,42473400
2012-06-06 00:00:00+00:00,26.729520797729492,26.809999465942383,27.170000076293945,25.520000457763672,26.06999969482422,61489200
2012-06-07 00:00:00+00:00,26.231019973754883,26.309999465942383,27.350000381469727,26.149999618530273,27.0,26159500
2012-06-08 00:00:00+00:00,27.01865005493164,27.100000381469727,27.760000228881836,26.440000534057617,26.549999237060547,38034000
2012-06-11 00:00:00+00:00,26.92892074584961,27.010000228881836,28.06999969482422,26.84000015258789,27.18000030517578,28219600
2012-06-12 00:00:00+00:00,27.3177490234375,27.399999618530273,27.770000457763672,26.959999084472656,27.479999542236328,15816800
2012-06-13 00:00:00+00:00,27.188138961791992,27.270000457763672,28.100000381469727,27.100000381469727,27.65999984741211,17102800
2012-06-14 00:00:00+00:00,28.205080032348633,28.290000915527344,28.31999969482422,27.3799991607666,27.649999618530273,16855000
2012-06-15 00:00:00+00:00,29.91991424560547,30.010000228881836,30.100000381469727,28.350000381469727,28.510000228881836,43563800
2012-06-18 00:00:00+00:00,31.315711975097656,31.40999984741211,32.08000183105469,29.40999984741211,29.959999084472656,42978900
2012-06-19 00:00:00+00:00,31.814210891723633,31.90999984741211,32.18000030517578,30.700000762939453,31.540000915527344,30849000
2012-06-20 00:00:00+00:00,31.50514030456543,31.600000381469727,31.93000030517578,31.149999618530273,31.920000076293945,15553600
2012-06-21 00:00:00+00:00,31.744422912597656,31.84000015258789,32.5,31.510000228881836,31.670000076293945,21875300
2012-06-22 00:00:00+00:00,32.95079040527344,33.04999923706055,33.45000076293945,32.060001373291016,32.40999984741211,74834000
2012-06-25 00:00:00+00:00,31.963760375976562,32.060001373291016,33.02000045776367,31.549999237060547,32.86000061035156,24352900
2012-06-26 00:00:00+00:00,33.00063705444336,33.099998474121094,33.439998626708984,32.5,32.689998626708984,24858700
2012-06-27 00:00:00+00:00,32.13325119018555,32.22999954223633,32.900001525878906,31.899999618530273,32.459999084472656,28568000
2012-06-28 00:00:00+00:00,31.2658634185791,31.360000610351562,32.189998626708984,30.899999618530273,31.959999084472656,17713300
2012-06-29 00:00:00+00:00,31.006643295288086,31.100000381469727,31.989999771118164,30.760000228881836,31.920000076293945,19526900
2012-07-02 00:00:00+00:00,30.67763328552246,30.770000457763672,31.729999542236328,30.549999237060547,31.25,14122000
2012-07-03 00:00:00+00:00,31.10634422302246,31.200000762939453,31.440000534057617,30.799999237060547,30.90999984741211,8763600
2012-07-05 00:00:00+00:00,31.375532150268555,31.469999313354492,31.6299991607666,31.020000457763672,31.31999969482422,10032100
2012-07-06 00:00:00+00:00,31.634750366210938,31.729999542236328,31.899999618530273,31.260000228881836,31.440000534057617,10945600
2012-07-09 00:00:00+00:00,32.073429107666016,32.16999816894531,32.880001068115234,31.989999771118164,32.099998474121094,17785200
2012-07-10 00:00:00+00:00,31.375532150268555,31.469999313354492,32.47999954223633,31.15999984741211,32.43000030517578,14269500
2012-07-11 00:00:00+00:00,30.877031326293945,30.969999313354492,31.559999465942383,30.549999237060547,31.479999542236328,13030300
2012-07-12 00:00:00+00:00,30.717512130737305,30.809999465942383,31.399999618530273,30.600000381469727,30.700000762939453,11300700
2012-07-13 00:00:00+00:00,30.627782821655273,30.719999313354492,31.06999969482422,30.559999465942383,31.040000915527344,8108300
2012-07-16 00:00:00+00:00,28.165199279785156,28.25,30.5,28.209999084472656,30.5,24672100
2012-07-17 00:00:00+00:00,28.005680084228516,28.09000015258789,28.59000015258789,27.149999618530273,28.479999542236328,30438600
2012-07-18 00:00:00+00:00,29.02261734008789,29.110000610351562,29.290000915527344,28.149999618530273,28.309999465942383,16841800
2012-07-19 00:00:00+00:00,28.912946701049805,29.0,29.5,28.6299991607666,29.40999984741211,13685100
2012-07-20 00:00:00+00:00,28.67366600036621,28.760000228881836,29.469999313354492,28.719999313354492,29.0,11869100
2012-07-23 00:00:00+00:00,28.6636962890625,28.75,29.0,28.010000228881836,28.1200008392334,12390700
2012-07-24 00:00:00+00:00,28.364599227905273,28.450000762939453,29.450000762939453,28.100000381469727,28.81999969482422,11539800
2012-07-25 00:00:00+00:00,29.251924514770508,29.34000015258789,29.489999771118164,28.079999923706055,28.389999389648438,17230200
2012-07-26 00:00:00+00:00,26.76940155029297,26.850000381469727,28.229999542236328,26.729999542236328,27.75,64597400
2012-07-27 00:00:00+00:00,23.638826370239258,23.709999084472656,24.540000915527344,22.280000686645508,23.190000534057617,123102300
2012-07-30 00:00:00+00:00,23.080507278442383,23.149999618530273,24.040000915527344,23.030000686645508,24.0,29285900
2012-07-31 00:00:00+00:00,21.64482879638672,21.709999084472656,23.3700008392334,21.610000610351562,23.3700008392334,56179400
2012-08-01 00:00:00+00:00,20.817319869995117,20.8799991607666,21.579999923706055,20.84000015258789,21.5,44604400
2012-08-02 00:00:00+00:00,19.97984504699707,20.040000915527344,20.84000015258789,19.81999969482422,20.770000457763672,56374500
2012-08-03 00:00:00+00:00,21.026691436767578,21.09000015258789,22.15999984741211,19.899999618530273,20.360000610351562,80647000
2012-08-06 00:00:00+00:00,21.854198455810547,21.920000076293945,22.149999618530273,21.299999237060547,21.389999389648438,27778900
2012-08-07 00:00:00+00:00,20.657800674438477,20.719999313354492,22.450000762939453,20.5,22.200000762939453,36782900
2012-08-08 00:00:00+00:00,20.657800674438477,20.719999313354492,21.149999618530273,20.219999313354492,20.709999084472656,29537400
2012-08-09 00:00:00+00:00,20.946931838989258,21.010000228881836,21.170000076293945,20.610000610351562,20.75,15610700
2012-08-10 00:00:00+00:00,21.74452781677246,21.809999465942383,21.81999969482422,21.1299991607666,21.40999984741211,25794700
2012-08-13 00:00:00+00:00,21.535160064697266,21.600000381469727,22.450000762939453,21.399999618530273,22.149999618530273,24973100
2012-08-14 00:00:00+00:00,20.31882095336914,20.3799991607666,21.600000381469727,20.25,21.40999984741211,39308800
2012-08-15 00:00:00+00:00,21.13636016845703,21.200000762939453,21.40999984741211,20.399999618530273,20.639999389648438,47861100
2012-08-16 00:00:00+00:00,19.810354232788086,19.8700008392334,20.479999542236328,19.690000534057617,20.440000534057617,157565300
2012-08-17 00:00:00+00:00,18.992813110351562,19.049999237060547,20.079999923706055,19.0,20.010000228881836,129293400
2012-08-20 00:00:00+00:00,19.949934005737305,20.010000228881836,20.1299991607666,18.75,19.049999237060547,101186600
2012-08-21 00:00:00+00:00,19.10248565673828,19.15999984741211,19.979999542236328,19.09000015258789,19.579999923706055,70640600
2012-08-22 00:00:00+00:00,19.381643295288086,19.440000534057617,19.530000686645508,18.959999084472656,19.360000610351562,49892200
2012-08-23 00:00:00+00:00,19.381643295288086,19.440000534057617,19.729999542236328,19.360000610351562,19.5,32813700
2012-08-24 00:00:00+00:00,19.351734161376953,19.40999984741211,19.68000030517578,19.25,19.520000457763672,29622200
2012-08-27 00:00:00+00:00,19.09251594543457,19.149999618530273,19.530000686645508,19.100000381469727,19.489999771118164,20704000
2012-08-28 00:00:00+00:00,19.281944274902344,19.34000015258789,19.3799991607666,18.950000762939453,19.100000381469727,25417000
2012-08-29 00:00:00+00:00,19.042665481567383,19.100000381469727,19.3799991607666,19.06999969482422,19.31999969482422,16124700
2012-08-30 00:00:00+00:00,19.032695770263672,19.09000015258789,19.450000762939453,19.059999465942383,19.270000457763672,30647500
2012-08-31 00:00:00+00:00,18.00578498840332,18.059999465942383,18.700000762939453,18.030000686645508,18.68000030517578,58764200
2012-09-04 00:00:00+00:00,17.67677879333496,17.729999542236328,18.270000457763672,17.549999237060547,18.079999923706055,46622400
2012-09-05 00:00:00+00:00,18.52422523498535,18.579999923706055,18.75,18.18000030517578,18.270000457763672,60781800
2012-09-06 00:00:00+00:00,18.90308380126953,18.959999084472656,19.260000228881836,18.719999313354492,18.739999771118164,46066500
2012-09-07 00:00:00+00:00,18.923023223876953,18.979999542236328,19.420000076293945,18.780000686645508,19.100000381469727,36371700
