Price,Adj Close,Close,High,Low,Open,Volume
Ticker,GME,GME,GME,GME,GME,GME
Date,,,,,,
2010-01-04 00:00:00+00:00,3.854642629623413,5.724999904632568,5.737500190734863,5.5,5.517499923706055,26702800
2010-01-05 00:00:00+00:00,3.9590048789978027,5.880000114440918,5.934999942779541,5.724999904632568,5.727499961853027,21269600
2010-01-06 00:00:00+00:00,4.044849872589111,6.007500171661377,6.025000095367432,5.804999828338623,5.864999771118164,21471200
2010-01-07 00:00:00+00:00,3.4439306259155273,5.114999771118164,5.292500019073486,4.855000019073486,5.002500057220459,164761200
2010-01-08 00:00:00+00:00,3.415314197540283,5.072500228881836,5.307499885559082,5.057499885559082,5.159999847412109,47872400
2010-01-11 00:00:00+00:00,3.4203643798828125,5.079999923706055,5.147500038146973,5.027500152587891,5.135000228881836,28085200
2010-01-12 00:00:00+00:00,3.496110439300537,5.192500114440918,5.199999809265137,5.074999809265137,5.164999961853027,28486000
2010-01-13 00:00:00+00:00,3.4994776248931885,5.197500228881836,5.224999904632568,5.15500020980835,5.207499980926514,17787600
2010-01-14 00:00:00+00:00,3.450662851333618,5.125,5.207499980926514,5.097499847412109,5.179999828338623,27087600
2010-01-15 00:00:00+00:00,3.450662851333618,5.125,5.167500019073486,5.102499961853027,5.122499942779541,24515200
2010-01-19 00:00:00+00:00,3.5028445720672607,5.202499866485596,5.202499866485596,5.099999904632568,5.162499904632568,16406800
2010-01-20 00:00:00+00:00,3.4523465633392334,5.127500057220459,5.192500114440918,5.097499847412109,5.162499904632568,16296800
2010-01-21 00:00:00+00:00,3.437197208404541,5.105000019073486,5.162499904632568,5.082499980926514,5.107500076293945,17704000
2010-01-22 00:00:00+00:00,3.3715505599975586,5.007500171661377,5.110000133514404,4.994999885559082,5.105000019073486,13537600
2010-01-25 00:00:00+00:00,3.35471773147583,4.982500076293945,5.072500228881836,4.974999904632568,5.03000020980835,14026400
2010-01-26 00:00:00+00:00,3.305903911590576,4.909999847412109,5.012499809265137,4.880000114440918,4.957499980926514,25002400
2010-01-27 00:00:00+00:00,3.356400489807129,4.985000133514404,5.002500057220459,4.875,4.917500019073486,26276000
2010-01-28 00:00:00+00:00,3.3429348468780518,4.965000152587891,5.002500057220459,4.9375,5.002500057220459,17192800
2010-01-29 00:00:00+00:00,3.3277857303619385,4.942500114440918,5.010000228881836,4.929999828338623,4.985000133514404,18107600
2010-02-01 00:00:00+00:00,3.35471773147583,4.982500076293945,5.017499923706055,4.914999961853027,4.994999885559082,22914400
2010-02-02 00:00:00+00:00,3.4052155017852783,5.057499885559082,5.074999809265137,4.965000152587891,4.985000133514404,17193200
2010-02-03 00:00:00+00:00,3.4523465633392334,5.127500057220459,5.142499923706055,5.014999866485596,5.067500114440918,13012000
2010-02-04 00:00:00+00:00,3.3833327293395996,5.025000095367432,5.105000019073486,4.992499828338623,5.090000152587891,20178400
2010-02-05 00:00:00+00:00,3.391749143600464,5.037499904632568,5.077499866485596,4.96999979019165,5.042500019073486,13127200
2010-02-08 00:00:00+00:00,3.314319610595703,4.922500133514404,5.034999847412109,4.917500019073486,5.034999847412109,16622400
2010-02-09 00:00:00+00:00,3.167877197265625,4.704999923706055,4.787499904632568,4.567500114440918,4.744999885559082,44096400
2010-02-10 00:00:00+00:00,3.2267911434173584,4.792500019073486,4.824999809265137,4.697500228881836,4.704999923706055,22481600
2010-02-11 00:00:00+00:00,3.258772373199463,4.840000152587891,4.880000114440918,4.78249979019165,4.797500133514404,16944400
